edad,genero,institucion,area_residencia,año_escolar,idiomas,edu_padres,ingreso_familiar,atividades_interes,actividades_gustan_realizar,asignaturas,carreras,influencia_carrera,likert_apoyo_maestros,opinion_amigos,likert_apoyo_familia,obstaculos,sectores_interes,likert_optimismo,likert_estabilidad_eco,impacto_esperado,likert_percep_tecnologia,area_tecnol_importante,likert_prob_steam,nivel_informacion_steam,genero_num,institucion_num,area_residencia_num,año_escolar_num,idiomas_num,edu_padres_num,ingreso_familiar_num,opinion_amigos_num,obstaculos_num,sectores_interes_num,impacto_esperado_num,area_tecnol_importante_num,nivel_informacion_steam_num,obstaculos_texto_num,q9_herramientas,q9_construccion_fisica,q9_mecanica,q9_seres_vivos,q9_ingenieria,q9_fenomenos_f,q9_ajedrez,q9_ciencia_ficcion,q9_misterios,q9_logica_deductiva,q9_artes_plasticas,q9_arte_visual,q9_actividades_artisticas,q10_analisis_datos,q10_descubrimientos_cient,q10_explorar_tecnologia,q10_problemas_software,q10_diseño_construccion,q10_problemas_creativos,q10_artes_visuales,q10_retroalim_arte,q10_estadistica,q10_problemas_matematicos,q11_matematicas,q11_biologia,q11_fisica,q11_quimica,q11_tecnologia,q11_arte,q12_investigador,q12_desarrollador,q12_ingeniero_civil,q12_artista_digital,q12_matematico,q12_otro,q17_Falta_recursos_educativos,q17_Falta_apoyo_familiar,q17_dificultad_materias,q17_Otro,q18_salud,q18_tecnologia,q18_medio_ambiente,q18_aete,q18_educacion,q21_mejorar_calidad_personas,q21_innovar_tecnologia,q21_contribuir_sostenibilidad,q21_desarrollo_ideas_artisticas,q21_no_estoy_seguro,q23_salud,q23_energia,q23_educacion,q23_transporte,q23_medio_ambiente,likert_apoyo_maestros_binario,likert_apoyo_familia_binario,likert_optimismo_binario,likert_estabilidad_eco_binario,likert_percep_tecnologia_binario,likert_prob_steam_binario,opinion_amigos_num_binario,nivel_informacion_steam_num_binario
18,Femenino,LICENCIADO RAFAEL FIALLOS,Urbana,Primero de bachillerato,Español,Secundaria,Más de $3000,"Disfruto explorando temas relacionados con arte y belleza visual en diferentes formas de expresión (dibujo, pintura, escultura).","Crear obras artísticas como pinturas, dibujos o esculturas., Resolver problemas matemáticos y encontrar soluciones eficientes","Biología, Arte",Ingeniero/a civil,Familia,4,Positivo,5,Dificultad en las materias,Tecnología,4.0,4.0,No estoy seguro(a),2.0,Educación,2.0,Poco informado/a,0,1,1,1,1,2,5,4,3.0,2,5,3,2.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0
20,Femenino,LICENCIADO RAFAEL FIALLOS,Urbana,Primero de bachillerato,Español,Bachillerato,Menos de $500,"Disfruto arreglando o construyendo cosas físicas (por ejemplo, reparaciones en casa, proyectos de bricolaje).,Me siento atraído/a por temas relacionados con mecánica y automóviles.,Encuentro fascinante la ingeniería y cómo se utiliza para diseñar y construir soluciones prácticas a problemas cotidianos y globales.,Me gusta jugar ajedrez","Aprender sobre nuevos descubrimientos científicos.,Explorar nuevas tecnologías y sus impactos en la sociedad.,Resolver problemas usando herramientas y software tecnológico.,Diseñar y construir estructuras o dispositivos prácticos., Analizar datos y realizar interpretaciones estadísticas, Resolver problemas matemáticos y encontrar soluciones eficientes.,Resolver problemas complejos de manera creativa.","Matemáticas, Biología, Física, Química, Tecnología, Arte","Investigador/a científico/a, Otro",Nadie en particular,1,Neutro,5,Falta de recursos educativos,Tecnología,5.0,5.0,No estoy seguro(a),2.0,Medio ambiente,3.0,Informado/a,0,1,1,1,1,3,1,3,1.0,2,5,5,4.0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1
14,Masculino,LICENCIADO RAFAEL FIALLOS,Rural,Primero de bachillerato,Español,Universidad,Menos de $500,Me siento atraído/a por temas relacionados con mecánica y automóviles,Explorar nuevas tecnologías y sus impactos en la sociedad.,Biología,Desarrollador/a de software,Familia,4,Positivo,5,Dificultad en las materias,Tecnología,5.0,5.0,Mejorar la calidad de vida de las personas,5.0,Energía,1.0,Muy informado/a,1,1,0,1,1,4,1,4,3.0,2,1,2,5.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1
15,Femenino,LICENCIADO RAFAEL FIALLOS,Rural,Primero de bachillerato,Español e Inglés,Universidad,$501 - $1000,"Me gusta jugar ajedrez, Disfruto de actividades artísticas como la música, el teatro o la literatura que involucran la creación de obras y expresiones creativas.","Crear obras artísticas como pinturas, dibujos o esculturas",Arte,"Idiomas, Otro",Familia,1,Positivo,3,Dificultad en las materias,Salud,3.0,5.0,No estoy seguro(a),5.0,Educación,2.0,Poco informado/a,0,1,0,1,2,4,2,4,3.0,1,5,3,2.0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0
15,Femenino,LICENCIADO RAFAEL FIALLOS,Urbana,Primero de bachillerato,Español,Bachillerato,Menos de $500,"Disfruto explorando y aprendiendo sobre seres vivos como animales, peces y plantas.",Resolver problemas complejos de manera creativa.,Biología,Ingeniero/a civil,Familia,3,Neutro,4,Dificultad en las materias,Medio ambiente,4.0,3.0,Innovar y crear nuevas tecnologías,3.0,Educación,4.0,Neutro,0,1,1,1,1,3,1,3,3.0,3,2,3,3.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
14,Femenino,LICENCIADO RAFAEL FIALLOS,Rural,Primero de bachillerato,Español,Bachillerato,Menos de $500,"Disfruto arreglando o construyendo cosas físicas (por ejemplo, reparaciones en casa, proyectos de bricolaje).,Encuentro fascinante la ingeniería y cómo se utiliza para diseñar y construir soluciones prácticas a problemas cotidianos y globales.,Disfruto explorando temas relacionados con ciencia ficción y avances científicos futuristas.,Me interesa trabajar con materiales físicos (como pinturas, arcilla, telas) para crear productos artísticos.",Aprender sobre nuevos descubrimientos científicos.,Biología,Ingeniero/a civil,Familia,2,Positivo,3,Dificultad en las materias,Tecnología,2.0,3.0,Contribuir a la sostenibilidad,2.0,Educación,3.0,Poco informado/a,0,1,0,1,1,3,1,4,3.0,2,3,3,2.0,3,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
15,Femenino,LICENCIADO RAFAEL FIALLOS,Urbana,Primero de bachillerato,Español,Bachillerato,$501 - $1000,"Disfruto de actividades artísticas como la música, el teatro o la literatura que involucran la creación de obras y expresiones creativas.",Resolver problemas complejos de manera creativa.,Física,Ingeniero/a civil,Familia,1,Neutro,1,Dificultad en las materias,Educación (T/S/A),1.0,5.0,No estoy seguro(a),1.0,Medio ambiente,1.0,Poco informado/a,0,1,1,1,1,3,2,3,3.0,5,5,5,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
15,Femenino,LICENCIADO RAFAEL FIALLOS,Urbana,Primero de bachillerato,Español,Bachillerato,$501 - $1000,Encuentro fascinante la ingeniería y cómo se utiliza para diseñar y construir soluciones prácticas a problemas cotidianos y globales.,Resolver problemas matemáticos y encontrar soluciones eficientes,Matemáticas,Otro,Nadie en particular,1,Neutro,5,Otro,Medio ambiente,3.0,5.0,Mejorar la calidad de vida de las personas,3.0,Medio ambiente,3.0,Neutro,0,1,1,1,1,3,2,3,4.0,3,1,5,3.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
15,Femenino,LICENCIADO RAFAEL FIALLOS,Urbana,Primero de bachillerato,Español,Primaria,$2000 - $3000,"Me interesa trabajar con herramientas, máquinas y equipos., Me siento atraído/a por temas relacionados con mecánica y automóviles., Disfruto explorando y aprendiendo sobre seres vivos como animales, peces y plantas., Me interesa investigar fenómenos físicos, biológicos y/o culturales para entender sus causas y efectos., Me gusta jugar ajedrez.,Disfruto explorando temas relacionados con ciencia ficción y avances científicos futuristas., Me gusta leer novelas de detectives y explorar el razonamiento detrás de los casos y las soluciones propuestas.,Me interesa trabajar con materiales físicos (como pinturas, arcilla, telas) para crear productos artísticos., Disfruto explorando temas relacionados con arte y belleza visual en diferentes formas de expresión (dibujo, pintura, escultura)., Disfruto de actividades artísticas como la música, el teatro o la literatura que involucran la creación de obras y expresiones creativas.","Crear obras artísticas como pinturas, dibujos o esculturas., Compartir y recibir retroalimentación sobre tu arte., Resolver problemas matemáticos y encontrar soluciones eficientes.",Arte,Ingeniero/a civil,Familia,3,Positivo,2,Falta de apoyo familiar,Medio ambiente,4.0,5.0,Contribuir a la sostenibilidad,2.0,Educación,3.0,Informado/a,0,1,1,1,1,1,4,4,2.0,3,3,3,4.0,2,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1
14,Femenino,LICENCIADO RAFAEL FIALLOS,Rural,Primero de bachillerato,Español,Primaria,Menos de $500,"Me interesa trabajar con materiales físicos (como pinturas, arcilla, telas) para crear productos artísticos., Disfruto de actividades artísticas como la música, el teatro o la literatura que involucran la creación de obras y expresiones creativas.","Diseñar y construir estructuras o dispositivos prácticos., Crear obras artísticas como pinturas, dibujos o esculturas.,Compartir y recibir retroalimentación sobre tu arte.",Arte,Artista digital,Familia,2,Neutro,1,Falta de recursos educativos,Salud,3.0,1.0,Mejorar la calidad de vida de las personas,1.0,Salud,1.0,Neutro,0,1,0,1,1,1,1,3,1.0,1,1,1,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,Femenino,LICENCIADO RAFAEL FIALLOS,Urbana,Primero de bachillerato,Español,Postgrado,$501 - $1000,"Me interesa investigar fenómenos físicos, biológicos y/o culturales para entender sus causas y efectos.",Explorar nuevas tecnologías y sus impactos en la sociedad.,Física,Ingeniero/a civil,Nadie en particular,3,Neutro,5,Dificultad en las materias,Medio ambiente,4.0,3.0,Contribuir a la sostenibilidad,3.0,Medio ambiente,5.0,Informado/a,0,1,1,1,1,5,2,3,3.0,3,3,5,4.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
16,Femenino,LICENCIADO RAFAEL FIALLOS,Urbana,Primero de bachillerato,Español,Secundaria,$501 - $1000,"Disfruto explorando y aprendiendo sobre seres vivos como animales, peces y plantas.,Encuentros fascinantes los misterios sin resolver y me gusta buscar soluciones lógicas y científicas para resolverlos.,Disfruto explorando temas relacionados con arte y belleza visual en diferentes formas de expresión (dibujo, pintura, escultura).","Crear obras artísticas como pinturas, dibujos o esculturas.",Arte,"Ginecologa, Otro",Familia,2,Neutro,5,Dificultad en las materias,Salud,3.0,5.0,Mejorar la calidad de vida de las personas,3.0,Salud,4.0,Muy informado/a,0,1,1,1,1,2,2,3,3.0,1,1,1,5.0,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
15,Femenino,LICENCIADO RAFAEL FIALLOS,Urbana,Primero de bachillerato,Español,Universidad,$1001 - $2000,Encuentro fascinantes los misterios sin resolver y me gusta buscar soluciones lógicas y científicas para resolverlos.,Resolver problemas matemáticos y encontrar soluciones eficientes.,Física,"Investigador/a científico/a, Otro",Familia,3,Positivo,5,Dificultad en las materias,Educación (T/S/A),4.0,5.0,No estoy seguro(a),3.0,Salud,2.0,Neutro,0,1,1,1,1,4,3,4,3.0,5,5,1,3.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
15,Masculino,LICENCIADO RAFAEL FIALLOS,Urbana,Primero de bachillerato,Español,Bachillerato,$1001 - $2000,"Me interesa trabajar con materiales físicos (como pinturas, arcilla, telas) para crear productos artísticos., Me interesa trabajar con materiales físicos (como pinturas, arcilla, telas) para crear productos artísticos.,Me interesa trabajar con materiales físicos (como pinturas, arcilla, telas) para crear productos artísticos., Disfruto de actividades artísticas como la música, el teatro o la literatura que involucran la creación de obras y expresiones creativas.","Crear obras artísticas como pinturas, dibujos o esculturas.",Arte,Artista digital,Familia,1,Negativo,5,Dificultad en las materias,Arte,5.0,1.0,Mejorar la calidad de vida de las personas,1.0,Energía,1.0,Informado/a,1,1,1,1,1,3,3,2,3.0,4,1,2,4.0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
15,Masculino,LICENCIADO RAFAEL FIALLOS,Urbana,Primero de bachillerato,Español,Secundaria,Menos de $500,"Disfruto de actividades artísticas como la música, el teatro o la literatura que involucran la creación de obras y expresiones creativas.","Crear obras artísticas como pinturas, dibujos o esculturas.",Física,Artista digital,Familia,1,Positivo,5,Falta de recursos educativos,Arte,5.0,5.0,Desarrollar nuevas ideas artísticas,1.0,Educación,5.0,Poco informado/a,1,1,1,1,1,2,1,4,1.0,4,4,3,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0
16,Masculino,LICENCIADO RAFAEL FIALLOS,Urbana,Primero de bachillerato,Español,Bachillerato,$1001 - $2000,"Disfruto explorando y aprendiendo sobre seres vivos como animales, peces y plantas.",Explorar nuevas tecnologías y sus impactos en la sociedad.,Tecnología,Otro,Familia,5,Neutro,5,Falta de recursos educativos,Medio ambiente,3.0,3.0,No estoy seguro(a),3.0,Salud,3.0,Neutro,1,1,1,1,1,3,3,3,1.0,3,5,1,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
17,Masculino,LICENCIADO RAFAEL FIALLOS,Urbana,Primero de bachillerato,Español,Primaria,Menos de $500,"Me interesa trabajar con herramientas, máquinas y equipos.,Me siento atraído/a por temas relacionados con mecánica y automóviles.,Disfruto explorando temas relacionados con ciencia ficción y avances científicos futuristas.,Me interesa trabajar con materiales físicos (como pinturas, arcilla, telas) para crear productos artísticos., Disfruto de actividades artísticas como la música, el teatro o la literatura que involucran la creación de obras y expresiones creativas.",Diseñar y construir estructuras o dispositivos prácticos.,Física,Ingeniero/a civil,Familia,4,Neutro,4,Dificultad en las materias,Educación (T/S/A),3.0,3.0,Mejorar la calidad de vida de las personas,2.0,Educación,2.0,Muy informado/a,1,1,1,1,1,1,1,3,3.0,5,1,3,5.0,3,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
14,Femenino,LICENCIADO RAFAEL FIALLOS,Rural,Primero de bachillerato,Español,Universidad,Menos de $500,"Disfruto explorando y aprendiendo sobre seres vivos como animales, peces y plantas.","Crear obras artísticas como pinturas, dibujos o esculturas.",Biología,Desarrollador/a de software,Nadie en particular,3,Positivo,4,Otro,Tecnología,5.0,4.0,Innovar y crear nuevas tecnologías,3.0,Educación,4.0,Neutro,0,1,0,1,1,4,1,4,3.0,2,2,3,3.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0
15,Masculino,LICENCIADO RAFAEL FIALLOS,Urbana,Primero de bachillerato,Español,Bachillerato,Menos de $500,"Disfruto explorando y aprendiendo sobre seres vivos como animales, peces y plantas.,Me interesa investigar fenómenos físicos, biológicos y/o culturales para entender sus causas y efectos.",Aprender sobre nuevos descubrimientos científicos.,Física,"Investigador/a científico/a, Otro",Familia,4,Positivo,5,Dificultad en las materias,Medio ambiente,3.0,5.0,Mejorar la calidad de vida de las personas,5.0,Salud,5.0,Muy informado/a,1,1,1,1,1,3,1,4,3.0,3,1,1,5.0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1
15,Masculino,LICENCIADO RAFAEL FIALLOS,Urbana,Primero de bachillerato,Español,Bachillerato,Menos de $500,"Me interesa trabajar con herramientas, máquinas y equipos.,Encuentro fascinante la ingeniería y cómo se utiliza para diseñar y construir soluciones prácticas a problemas cotidianos y globales.,Me gusta jugar ajedrez.","Aprender sobre nuevos descubrimientos científicos.,Explorar nuevas tecnologías y sus impactos en la sociedad.,Diseñar y construir estructuras o dispositivos prácticos.",Física,"Investigador/a científico/a, Otro",Nadie en particular,4,Positivo,5,Dificultad en las materias,Medio ambiente,4.0,5.0,Mejorar la calidad de vida de las personas,5.0,Educación,5.0,Neutro,1,1,1,1,1,3,1,4,3.0,3,1,3,3.0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0
15,Masculino,LICENCIADO RAFAEL FIALLOS,Urbana,Primero de bachillerato,Español,Bachillerato,Menos de $500,"Encuentro fascinante la ingeniería y cómo se utiliza para diseñar y construir soluciones prácticas a problemas cotidianos y globales.,Me gusta jugar ajedrez.","Explorar nuevas tecnologías y sus impactos en la sociedad.,Diseñar y construir estructuras o dispositivos prácticos.",Biología,"Investigador/a científico/a, Otro",Familia,4,Positivo,5,Dificultad en las materias,Medio ambiente,1.0,5.0,Mejorar la calidad de vida de las personas,5.0,Salud,5.0,Neutro,1,1,1,1,1,3,1,4,3.0,3,1,1,3.0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0
16,Femenino,LICENCIADO RAFAEL FIALLOS,Urbana,Segundo de bachillerato,Español,Bachillerato,Menos de $500,Encuentro fascinante la ingeniería y cómo se utiliza para diseñar y construir soluciones prácticas a problemas cotidianos y globales.,"Explorar nuevas tecnologías y sus impactos en la sociedad.,Resolver problemas complejos de manera creativa.",Matemáticas,Ingeniero/a civil,Familia,5,Positivo,5,Dificultad en las materias,Tecnología,3.0,3.0,Contribuir a la sostenibilidad,3.0,Educación,4.0,Informado/a,0,1,1,2,1,3,1,4,3.0,2,3,3,4.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1
16,Femenino,LICENCIADO RAFAEL FIALLOS,Urbana,Segundo de bachillerato,Español,Primaria,Menos de $500,"Me interesa investigar fenómenos físicos, biológicos y/o culturales para entender sus causas y efectos.","Analizar datos para encontrar patrones y conclusiones.,Aprender sobre nuevos descubrimientos científicos.",Biología,"Criminologia, Otro",Familia,1,Positivo,1,Dificultad en las materias,Salud,5.0,5.0,Mejorar la calidad de vida de las personas,5.0,Salud,5.0,Poco informado/a,0,1,1,2,1,1,1,4,3.0,1,1,1,2.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
16,Masculino,LICENCIADO RAFAEL FIALLOS,Urbana,Segundo de bachillerato,Español,Bachillerato,Menos de $500,"Me interesa trabajar con herramientas, máquinas y equipos.,Disfruto arreglando o construyendo cosas físicas (por ejemplo, reparaciones en casa, proyectos de bricolaje).,Disfruto explorando y aprendiendo sobre seres vivos como animales, peces y plantas.,Me interesa investigar fenómenos físicos, biológicos y/o culturales para entender sus causas y efectos.,Disfruto explorando temas relacionados con ciencia ficción y avances científicos futuristas.,Encuentro fascinantes los misterios sin resolver y me gusta buscar soluciones lógicas y científicas para resolverlos.,Me interesa trabajar con materiales físicos (como pinturas, arcilla, telas) para crear productos artísticos.","Aprender sobre nuevos descubrimientos científicos.,Explorar nuevas tecnologías y sus impactos en la sociedad.,Resolver problemas usando herramientas y software tecnológico.,Diseñar y construir estructuras o dispositivos prácticos.,Resolver problemas complejos de manera creativa.,Resolver problemas matemáticos y encontrar soluciones eficientes.",Matemáticas,"Investigador/a científico/a, Otro",Nadie en particular,1,Neutro,1,Dificultad en las materias,Arte,1.0,5.0,Mejorar la calidad de vida de las personas,3.0,Educación,1.0,Nada informado/a,1,1,1,2,1,3,1,3,3.0,4,1,3,1.0,3,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
16,Femenino,LICENCIADO RAFAEL FIALLOS,Rural,Segundo de bachillerato,Español,Bachillerato,$2000 - $3000,"Me siento atraído/a por temas relacionados con mecánica y automóviles.,Me interesa trabajar con materiales físicos (como pinturas, arcilla, telas) para crear productos artísticos.","Resolver problemas usando herramientas y software tecnológico.,Crear obras artísticas como pinturas, dibujos o esculturas.",Arte,Ingeniero/a civil,Familia,5,Positivo,3,Dificultad en las materias,Tecnología,5.0,5.0,Mejorar la calidad de vida de las personas,5.0,Energía,5.0,Informado/a,0,1,0,2,1,3,4,4,3.0,2,1,2,4.0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1
16,Masculino,LICENCIADO RAFAEL FIALLOS,Urbana,Segundo de bachillerato,Español,Universidad,$501 - $1000,"Disfruto arreglando o construyendo cosas físicas (por ejemplo, reparaciones en casa, proyectos de bricolaje).,Me siento atraído/a por temas relacionados con mecánica y automóviles.,Encuentro fascinante la ingeniería y cómo se utiliza para diseñar y construir soluciones prácticas a problemas cotidianos y globales., Me gusta leer novelas de detectives y explorar el razonamiento detrás de los casos y las soluciones propuestas.,Me interesa trabajar con materiales físicos (como pinturas, arcilla, telas) para crear productos artísticos.,Disfruto explorando temas relacionados con arte y belleza visual en diferentes formas de expresión (dibujo, pintura, escultura).,Disfruto de actividades artísticas como la música, el teatro o la literatura que involucran la creación de obras y expresiones creativas.","Analizar datos para encontrar patrones y conclusiones.,Diseñar y construir estructuras o dispositivos prácticos.,Resolver problemas complejos de manera creativa.,Crear obras artísticas como pinturas, dibujos o esculturas.,Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas,Física",Ingeniero/a civil,Familia,3,Neutro,5,Falta de recursos educativos,Tecnología,4.0,5.0,Innovar y crear nuevas tecnologías,3.0,Transporte,4.0,Neutro,1,1,1,2,1,4,2,3,1.0,2,2,4,3.0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0
18,Masculino,LICENCIADO RAFAEL FIALLOS,Rural,Segundo de bachillerato,Español,Primaria,Menos de $500,"Me interesa trabajar con herramientas, máquinas y equipos.,Me siento atraído/a por temas relacionados con mecánica y automóviles.","Diseñar y construir estructuras o dispositivos prácticos.,Compartir y recibir retroalimentación sobre tu arte.",Biología,"Mecánico Automotriz, Otro",Familia,3,Positivo,3,Falta de recursos educativos,Tecnología,3.0,2.0,Mejorar la calidad de vida de las personas,3.0,Educación,2.0,Informado/a,1,1,0,2,1,1,1,4,1.0,2,1,3,4.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
15,Masculino,LICENCIADO RAFAEL FIALLOS,Urbana,Segundo de bachillerato,Español,Primaria,Menos de $500,"Me interesa trabajar con herramientas, máquinas y equipos.,Me interesa trabajar con materiales físicos (como pinturas, arcilla, telas) para crear productos artísticos.,Disfruto de actividades artísticas como la música, el teatro o la literatura que involucran la creación de obras y expresiones creativas.","Resolver problemas complejos de manera creativa.,Crear obras artísticas como pinturas, dibujos o esculturas.,Resolver problemas matemáticos y encontrar soluciones eficientes.",Biología,Artista digital,Familia,1,Positivo,5,Dificultad en las materias,Salud,1.0,2.0,No estoy seguro(a),4.0,Educación,1.0,Informado/a,1,1,1,2,1,1,1,4,3.0,1,5,3,4.0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1
